cliente_id,regiao,segmento_negocio,canal_relacionamento,porte_cliente,distancia_cd_km,volume_medio_entregue_kg,entregas_mes,ticket_medio_rs,receita_mensal_estimada_rs,lead_time_medio_dias,entregas_no_prazo_pct,custo_medio_entrega_rs,custo_logistico_mensal_rs,custo_por_kg_rs,taxa_ocorrencias_pct,variabilidade_demanda_pct,pedidos_urgentes_pct,prioridade_contrato,risco_operacional_score,anomalia_sintetica,tipo_anomalia_sintetica,cluster_teorico_sintetico
CLI_03387,Nordeste,Indústria,Distribuidor,Pequeno,305.0,843.5,5,5103.9,25519.51,6.52,81.71,663.28,3316.4,0.7863,5.88,18.46,22.08,Alta,36.88,0,normal,Longa distância alto custo
CLI_03388,Sul,Atacado,B2B,Médio,303.1,499.9,7,3991.53,27940.69,7.86,70.31,743.47,5204.29,1.4872,13.84,48.11,45.84,Média,59.27,0,normal,Críticos operacionais
CLI_03389,Centro-Oeste,Indústria,Venda direta,Grande,143.8,338.3,8,3589.55,28716.37,2.54,90.66,297.41,2379.28,0.8791,1.88,22.1,21.33,Média,18.51,0,normal,Recorrentes padrão
CLI_03390,Sudeste,Serviços,Marketplace,Médio,141.8,662.8,16,2086.73,33387.65,2.39,86.55,208.96,3343.36,0.3153,2.71,25.54,20.75,Média,21.85,0,normal,Recorrentes padrão
CLI_03391,Sul,Varejo,Venda direta,Pequeno,79.6,1246.1,20,9002.85,180057.0,1.6,93.95,228.13,4562.6,0.1831,2.73,4.23,11.53,Alta,11.49,0,normal,Estratégicos urbanos
CLI_03392,Norte,Serviços,Venda direta,Pequeno,189.5,856.1,7,5056.27,35393.86,3.79,81.72,688.97,4822.79,0.8048,4.87,30.58,17.06,Média,30.44,0,normal,Longa distância alto custo
CLI_03393,Nordeste,Indústria,Marketplace,Grande,467.7,801.0,12,4019.05,48228.58,7.05,65.42,362.2,4346.4,0.4522,8.51,43.04,67.88,Baixa,57.91,0,normal,Críticos operacionais
CLI_03394,Centro-Oeste,Atacado,Marketplace,Pequeno,50.1,1970.6,17,11582.66,196905.29,1.8,91.42,266.55,4531.35,0.1353,1.16,11.0,24.11,Alta,14.47,0,normal,Estratégicos urbanos
CLI_03395,Sudeste,Atacado,B2B,Pequeno,207.7,371.1,3,1642.75,4928.24,2.68,87.19,469.01,1407.03,1.2638,7.34,41.24,21.58,Baixa,27.51,0,normal,Baixo volume instável
CLI_03396,Sudeste,Atacado,Marketplace,Pequeno,155.9,821.1,10,4784.7,47847.04,5.77,60.53,504.76,5047.6,0.6147,7.91,38.32,43.87,Baixa,54.92,0,normal,Críticos operacionais
CLI_03397,Sudeste,E-commerce,B2B,Pequeno,48.5,1393.3,12,11767.63,141211.6,1.89,93.45,220.62,2647.44,0.1583,1.7,13.05,19.2,Premium,13.57,0,normal,Estratégicos urbanos
CLI_03398,Sudeste,Atacado,B2B,Grande,28.2,1565.0,13,7746.29,100701.82,2.13,91.71,222.11,2887.43,0.1419,0.79,13.64,30.83,Alta,15.74,0,normal,Estratégicos urbanos
CLI_03399,Sudeste,Varejo,Venda direta,Pequeno,413.5,917.5,7,5722.87,40060.11,4.43,82.03,687.88,4815.16,0.7497,6.24,19.82,30.15,Alta,32.55,0,normal,Longa distância alto custo
CLI_03400,Norte,Atacado,B2B,Médio,336.6,924.2,8,8277.52,66220.2,4.8,80.01,633.43,5067.44,0.6854,3.66,19.83,29.0,Alta,32.89,0,normal,Longa distância alto custo
CLI_03401,Sul,Indústria,Distribuidor,Pequeno,63.4,1860.7,16,9220.9,147534.39,1.34,99.5,201.93,3230.88,0.1085,2.69,12.63,24.16,Premium,9.23,0,normal,Estratégicos urbanos
CLI_03402,Sudeste,E-commerce,Venda direta,Pequeno,178.7,230.8,3,1808.58,5425.74,2.61,85.59,313.7,941.1,1.3592,2.04,42.82,49.09,Média,27.13,0,normal,Baixo volume instável
CLI_03403,Nordeste,Varejo,B2B,Médio,79.4,761.7,8,4818.95,38551.62,2.25,96.01,233.31,1866.48,0.3063,2.17,23.71,27.94,Média,15.18,0,normal,Recorrentes padrão
CLI_03404,Norte,Varejo,Marketplace,Médio,209.9,132.0,4,2451.06,9804.26,5.53,70.75,371.47,1485.88,2.8142,11.89,25.31,47.68,Alta,49.03,0,normal,Críticos operacionais
CLI_03405,Sudeste,Varejo,Marketplace,Médio,44.0,288.3,4,1584.86,6339.42,1.77,87.3,288.49,1153.96,1.0007,4.4,50.69,33.22,Baixa,25.23,0,normal,Baixo volume instável
CLI_03406,Nordeste,E-commerce,B2B,Médio,199.7,198.7,4,1682.3,6729.21,2.2,81.16,267.89,1071.56,1.3482,1.26,36.12,34.01,Média,26.39,0,normal,Baixo volume instável
CLI_03407,Sudeste,E-commerce,B2B,Médio,40.9,897.9,6,5709.44,34256.67,2.2,87.69,231.6,1389.6,0.2579,5.42,15.81,20.94,Média,21.34,0,normal,Recorrentes padrão
CLI_03408,Sudeste,Indústria,B2B,Médio,27.7,788.6,8,4865.84,38926.69,3.48,84.32,310.76,2486.08,0.3941,4.51,23.96,16.16,Alta,26.76,0,normal,Recorrentes padrão
CLI_03409,Nordeste,Indústria,Distribuidor,Pequeno,69.4,578.7,7,4543.86,31807.05,2.32,88.07,225.31,1577.17,0.3893,3.69,13.65,23.65,Média,20.1,0,normal,Recorrentes padrão
CLI_03410,Nordeste,Atacado,Marketplace,Grande,48.8,893.5,25,9305.5,232637.41,1.71,94.24,201.41,5035.25,0.2254,2.63,15.13,15.82,Premium,13.24,0,normal,Estratégicos urbanos
CLI_03411,Centro-Oeste,E-commerce,B2B,Pequeno,346.7,1042.6,8,3776.66,30213.25,6.06,82.25,681.82,5454.56,0.654,3.92,16.07,30.3,Média,34.36,0,normal,Longa distância alto custo
CLI_03412,Sudeste,Varejo,Venda direta,Pequeno,25.2,1330.6,15,11796.0,176939.96,1.43,94.04,201.29,3019.35,0.1513,1.25,12.94,30.75,Premium,12.67,0,normal,Estratégicos urbanos
CLI_03413,Sul,Atacado,B2B,Médio,138.6,785.3,10,4163.76,41637.56,2.28,99.5,249.43,2494.3,0.3176,2.82,19.37,28.14,Média,12.86,0,normal,Recorrentes padrão
CLI_03414,Sul,Atacado,Marketplace,Médio,10.5,1926.3,18,13207.85,237741.3,2.3,99.12,153.93,2770.74,0.0799,1.92,17.46,20.72,Alta,11.66,0,normal,Estratégicos urbanos
CLI_03415,Sudeste,Atacado,Venda direta,Pequeno,125.6,693.8,9,4117.63,37058.68,1.99,90.58,306.75,2760.75,0.4421,6.41,12.77,34.13,Média,20.32,0,normal,Recorrentes padrão
CLI_03416,Sul,E-commerce,B2B,Pequeno,164.1,883.1,11,4607.71,50684.83,3.54,86.77,1016.8172053074355,11184.99,1.1514,2.12,10.85,29.05,Alta,23.0,1,custo_extremo,Recorrentes padrão
CLI_03417,Norte,Indústria,Marketplace,Pequeno,459.2,447.8,7,5458.89,38212.25,4.35,82.46,501.4,3509.8,1.1197,7.75,15.16,15.69,Média,31.34,0,normal,Longa distância alto custo
CLI_03418,Sul,Varejo,Marketplace,Médio,208.3,182.5,2,1154.7,2309.41,4.01,89.09,276.66,553.32,1.5159,6.63,44.81,47.45,Baixa,31.69,0,normal,Baixo volume instável
CLI_03419,Sudeste,Varejo,B2B,Médio,88.2,1550.3,25,10806.26,270156.55,1.76,90.66,161.15,4028.75,0.1039,2.26,8.38,16.96,Alta,14.73,0,normal,Estratégicos urbanos
CLI_03420,Sul,Varejo,B2B,Médio,227.8,143.5,5,1911.31,9556.55,3.02,85.67,209.25,1046.25,1.4582,6.42,28.7,36.4,Baixa,28.38,0,normal,Baixo volume instável
CLI_03421,Nordeste,Atacado,B2B,Pequeno,174.1,254.3,1,1092.83,1092.83,4.81,90.94,255.86,255.86,1.0061,7.31,56.53,56.49,Média,35.18,0,normal,Baixo volume instável
CLI_03422,Sudeste,Atacado,B2B,Médio,80.3,638.8,16,3390.0,54240.03,2.59,86.46,310.99,4975.84,0.4868,4.84,14.79,18.43,Média,22.38,0,normal,Recorrentes padrão
CLI_03423,Norte,Serviços,B2B,Pequeno,397.2,627.1,5,5005.57,25027.87,5.21,75.04,649.73,3248.65,1.0361,5.44,37.43,46.62,Alta,42.2,0,normal,Longa distância alto custo
CLI_03424,Nordeste,Varejo,Venda direta,Médio,60.4,647.9,9,3951.7,35565.26,1.92,85.98,293.57,2642.13,0.4531,3.82,15.18,30.56,Média,21.37,0,normal,Recorrentes padrão
CLI_03425,Sudeste,E-commerce,Marketplace,Grande,33.3,1612.9,25,7400.11,185002.63,1.65,97.35,160.23,4005.75,0.0993,26.613503245830003,9.73,12.1,Alta,27.15,1,ocorrencia_extrema,Estratégicos urbanos
CLI_03426,Norte,Varejo,B2B,Pequeno,111.6,622.9,6,5810.92,34865.51,2.47,87.88,281.99,1691.94,0.4527,4.74,14.91,24.4,Média,21.58,0,normal,Recorrentes padrão
CLI_03427,Sudeste,Varejo,Venda direta,Pequeno,34.9,1315.1,16,9506.52,152104.37,1.48,98.02,234.63,3754.08,0.1784,1.15,17.03,12.94,Alta,9.08,0,normal,Estratégicos urbanos
CLI_03428,Sudeste,Varejo,B2B,Pequeno,137.5,194.7,3,1622.53,4867.6,3.89,81.35,82.53,247.59,0.4239,9.23,40.1,31.12,Baixa,36.44,0,normal,Baixo volume instável
CLI_03429,Sul,Indústria,Distribuidor,Médio,307.9,399.5,1,1995.17,1995.17,7.54,60.44,677.33,677.33,1.6954,11.15,54.38,55.49,Média,64.73,0,normal,Críticos operacionais
CLI_03430,Sudeste,Atacado,B2B,Pequeno,139.8,250.0,4,733.46,2933.85,2.13,80.69,71.66,286.64,0.2866,7.45,54.07,25.14,Baixa,32.47,0,normal,Baixo volume instável
CLI_03431,Norte,E-commerce,Distribuidor,Pequeno,378.9,906.3,6,5392.98,32357.91,4.57,78.28,677.02,4062.12,0.747,4.28,28.0,22.1,Média,34.36,0,normal,Longa distância alto custo
CLI_03432,Centro-Oeste,E-commerce,Distribuidor,Grande,377.8,911.6,8,6516.48,52131.82,3.64,84.88,484.72,3877.76,0.5317,4.65,30.37,19.05,Média,27.94,0,normal,Longa distância alto custo
CLI_03433,Norte,Varejo,Distribuidor,Grande,338.6,302.3,8,2028.99,16231.92,7.22,65.13,775.66,6205.28,2.5659,9.88,40.11,19.29,Média,55.04,0,normal,Críticos operacionais
CLI_03434,Sul,Varejo,B2B,Pequeno,105.2,717.4,7,3211.48,22480.37,1.66,89.29,242.4,1696.8,0.3379,2.96,21.51,12.94,Alta,17.21,0,normal,Recorrentes padrão
CLI_03435,Sudeste,Varejo,B2B,Pequeno,45.7,1102.2,15,9865.24,147978.56,1.37,95.74,199.2,2988.0,0.1807,0.98,9.69,14.07,Premium,9.37,0,normal,Estratégicos urbanos
CLI_03436,Sul,Varejo,B2B,Pequeno,247.9,804.1,9,7020.45,63184.06,4.13,77.64,752.63,6773.67,0.936,5.85,25.08,21.65,Alta,34.4,0,normal,Longa distância alto custo
CLI_03437,Sudeste,E-commerce,Distribuidor,Pequeno,88.9,437.1,5,3813.64,19068.19,2.6,99.5,263.72,1318.6,0.6033,4.21,15.04,25.67,Média,13.9,0,normal,Recorrentes padrão
CLI_03438,Nordeste,Varejo,B2B,Médio,83.4,509.4,9,5691.46,51223.17,1.91,93.67,242.88,2185.92,0.4768,4.21,21.24,13.33,Alta,15.81,0,normal,Recorrentes padrão
CLI_03439,Nordeste,Varejo,Venda direta,Médio,32.1,1311.1,22,8569.7,188533.48,1.98,93.49,212.35,4671.7,0.162,1.62,22.55,15.27,Premium,14.58,0,normal,Estratégicos urbanos
CLI_03440,Nordeste,Varejo,B2B,Pequeno,329.1,735.6,3,5095.87,15287.62,4.4,90.4,2914.2728661175092,8742.82,3.9618,0.11,19.12,46.02,Média,23.77,1,custo_extremo,Longa distância alto custo
CLI_03441,Centro-Oeste,E-commerce,Marketplace,Pequeno,107.1,759.4,11,4673.9,51412.85,2.49,89.74,333.74,3671.14,0.4395,5.72,19.7,14.6,Alta,20.87,0,normal,Recorrentes padrão
CLI_03442,Sudeste,E-commerce,B2B,Grande,38.9,1198.7,18,10621.38,191184.85,2.05,97.98,172.29,3101.22,0.1437,1.72,12.42,20.15,Premium,10.97,0,normal,Estratégicos urbanos
CLI_03443,Sudeste,Varejo,B2B,Pequeno,59.6,1814.9,19,11798.64,224174.22,1.49,96.86,240.6,4571.4,0.1326,1.09,10.43,13.32,Premium,9.04,0,normal,Estratégicos urbanos
CLI_03444,Sul,Varejo,Distribuidor,Médio,71.1,494.8,6,2601.43,15608.59,2.03,93.16,249.13,1494.78,0.5035,3.51,17.57,39.46,Média,17.68,0,normal,Recorrentes padrão
CLI_03445,Centro-Oeste,Serviços,Marketplace,Médio,93.4,226.9,5,1637.64,8188.21,2.81,78.62,477.1,2385.5,2.1027,7.08,54.81,29.89,Média,35.78,0,normal,Baixo volume instável
CLI_03446,Nordeste,Varejo,B2B,Pequeno,153.3,564.0,2,3263.2,6526.41,2.41,97.6,238.65,477.3,0.4231,5.36,6.05,19.97,Alta,13.9,0,normal,Recorrentes padrão
CLI_03447,Nordeste,Serviços,Distribuidor,Pequeno,471.1,783.1,4,5752.83,23011.31,5.06,77.1,574.17,2296.68,0.7332,3.92,35.93,27.12,Média,37.54,0,normal,Longa distância alto custo
CLI_03448,Nordeste,Serviços,Marketplace,Médio,208.8,425.9,4,1869.28,7477.1,3.02,88.31,226.75,907.0,0.5324,9.68,42.5,24.81,Baixa,29.72,0,normal,Baixo volume instável
CLI_03449,Nordeste,E-commerce,B2B,Médio,80.3,538.1,10,3172.2,31722.04,2.66,94.67,221.94,2219.4,0.4125,4.33,21.53,32.93,Média,18.79,0,normal,Recorrentes padrão
CLI_03450,Sul,Varejo,Marketplace,Pequeno,105.4,238.8,6,1032.68,6196.1,2.11,79.68,401.97,2411.82,1.6833,7.38,65.69,31.77,Baixa,35.07,0,normal,Baixo volume instável
CLI_03451,Centro-Oeste,E-commerce,B2B,Médio,344.5,438.3,11,4134.0,45473.95,3.76,80.07,406.72,4473.92,0.9279,4.61,19.77,37.92,Média,31.67,0,normal,Longa distância alto custo
CLI_03452,Nordeste,Serviços,B2B,Médio,295.4,539.3,6,6964.48,41786.86,3.28,87.94,848.53,5091.18,1.5734,4.21,32.98,36.41,Média,26.48,0,normal,Longa distância alto custo
CLI_03453,Sudeste,Varejo,B2B,Grande,31.1,1058.3,18,9611.27,173002.92,2.06,97.14,238.38,4290.84,0.2252,1.56,10.65,13.55,Premium,10.66,0,normal,Estratégicos urbanos
CLI_03454,Sul,Indústria,Marketplace,Pequeno,49.9,1536.7,20,8886.39,177727.89,1.79,96.05,159.99,3199.8,0.1041,1.39,19.97,26.17,Premium,12.83,0,normal,Estratégicos urbanos
CLI_03455,Sul,Varejo,B2B,Médio,172.3,490.4,1,3911.65,3911.65,7.4,83.23,666.96,666.96,1.36,12.54,31.5,46.87,Média,46.56,0,normal,Críticos operacionais
CLI_03456,Nordeste,Serviços,Distribuidor,Médio,37.7,199.1,5,2369.86,11849.31,3.04,99.5,373.03,1865.15,1.8736,6.64,62.92,31.91,Média,23.31,0,normal,Baixo volume instável
CLI_03457,Nordeste,Serviços,Venda direta,Médio,100.3,442.0,7,5000.05,35000.36,6.65,78.54,635.3,4447.1,1.4373,13.93,52.53,57.92,Média,52.39,0,normal,Críticos operacionais
CLI_03458,Norte,Atacado,Marketplace,Médio,149.9,736.3,13,1437.46,18687.01,6.97,66.69,560.5,7286.5,0.7612,16.51,42.58,59.89,Alta,61.85,0,normal,Críticos operacionais
CLI_03459,Centro-Oeste,Varejo,Marketplace,Médio,49.2,1877.1,18,6762.19,121719.42,1.45,98.03,214.28,3857.04,0.1142,2.29,9.47,15.12,Premium,9.04,0,normal,Estratégicos urbanos
CLI_03460,Sudeste,Varejo,Marketplace,Médio,186.5,163.4,4,1258.24,5032.96,1.75,81.69,350.34,1401.36,2.1441,7.71,57.22,44.11,Baixa,33.03,0,normal,Baixo volume instável
CLI_03461,Nordeste,Indústria,Marketplace,Pequeno,97.2,400.7,11,5751.39,63265.31,2.39,89.92,196.29,2159.19,0.4899,3.17,23.25,23.95,Média,19.91,0,normal,Recorrentes padrão
CLI_03462,Nordeste,Atacado,B2B,Médio,135.0,150.3,5,1417.53,7087.67,3.54,74.71,313.31,1566.55,2.0846,5.95,36.48,23.44,Baixa,36.54,0,normal,Baixo volume instável
CLI_03463,Centro-Oeste,Serviços,B2B,Pequeno,23.6,1349.8,14,10608.5,148519.04,1.73,95.25,215.76,3020.64,0.1598,2.2,12.24,18.99,Alta,12.21,0,normal,Estratégicos urbanos
CLI_03464,Sul,Varejo,Distribuidor,Pequeno,115.3,376.6,10,2422.44,24224.35,2.0,89.15,340.14,3401.4,0.9032,3.32,14.66,22.93,Média,18.39,0,normal,Recorrentes padrão
CLI_03465,Sudeste,Varejo,B2B,Médio,238.4,294.7,3,1612.29,4836.86,4.1,90.23,333.61,1000.83,1.132,3.63,75.76,46.66,Média,32.86,0,normal,Baixo volume instável
CLI_03466,Sudeste,Atacado,Distribuidor,Médio,212.7,433.0,4,1258.51,5034.06,3.31,91.82,286.35,1145.4,0.6613,6.4,50.57,43.92,Baixa,28.39,0,normal,Baixo volume instável
CLI_03467,Sul,Atacado,B2B,Médio,261.4,890.7,5,5518.66,27593.3,4.55,84.4,753.88,3769.4,0.8464,7.34,24.87,17.58,Alta,31.64,0,normal,Longa distância alto custo
CLI_03468,Norte,Varejo,B2B,Médio,99.7,537.7,13,4348.82,56534.65,1.41,93.93,303.72,3948.36,0.5649,3.46,8.96,31.22,Média,13.8,0,normal,Recorrentes padrão
CLI_03469,Nordeste,Atacado,Distribuidor,Pequeno,99.0,612.3,8,5695.64,45565.15,2.5,87.26,284.22,2273.76,0.4642,3.94,23.69,23.74,Alta,22.55,0,normal,Recorrentes padrão
CLI_03470,Norte,Indústria,B2B,Grande,220.9,680.4,7,3529.09,24703.61,6.73,72.62,756.07,5292.49,1.1112,16.25,48.01,24.58,Alta,54.82,0,normal,Críticos operacionais
CLI_03471,Sudeste,E-commerce,Marketplace,Grande,114.8,729.7,12,3222.39,38668.72,1.96,85.82,274.23,3290.76,0.3758,3.28,18.83,18.55,Média,20.64,0,normal,Recorrentes padrão
CLI_03472,Sudeste,Serviços,Venda direta,Médio,53.6,809.1,14,4696.73,65754.19,2.39,88.49,293.31,4106.34,0.3625,4.19,21.7,15.15,Alta,20.66,0,normal,Recorrentes padrão
CLI_03473,Centro-Oeste,Varejo,Distribuidor,Médio,486.8,1077.8,7,4684.02,32788.12,4.32,89.59,759.8,5318.6,0.705,4.43,42.61,12.7,Alta,27.36,0,normal,Longa distância alto custo
CLI_03474,Centro-Oeste,E-commerce,B2B,Médio,48.6,821.9,7,3918.27,27427.9,2.36,87.77,214.52,1501.64,0.261,4.56,28.73,23.41,Média,22.91,0,normal,Recorrentes padrão
CLI_03475,Norte,Varejo,Venda direta,Grande,322.9,927.9,7,3884.36,27190.51,5.19,74.01,720.42,5042.94,0.7764,4.23,28.47,25.72,Média,39.09,0,normal,Longa distância alto custo
CLI_03476,Nordeste,E-commerce,Marketplace,Pequeno,97.8,698.5,12,4219.7,50636.43,2.79,87.16,369.6,4435.2,0.5291,4.17,14.48,34.84,Média,23.28,0,normal,Recorrentes padrão
CLI_03477,Nordeste,E-commerce,Venda direta,Pequeno,75.2,254.6,4,2669.16,10676.64,4.29,51.4385914217806,297.31,1189.24,1.1678,4.97,44.94,48.31,Baixa,56.39,1,baixo_prazo_extremo,Baixo volume instável
CLI_03478,Sul,E-commerce,B2B,Grande,415.9,807.2,4,2113.49,8453.95,5.61,68.11,472.71,1890.84,0.5856,7.28,55.99,65.42,Alta,53.07,0,normal,Críticos operacionais
CLI_03479,Sudeste,Atacado,Distribuidor,Grande,5.0,744.0,8,1684.58,13476.62,6.68,69.63,676.53,5412.24,0.9093,6.26,38.79,39.29,Alta,49.63,0,normal,Críticos operacionais
CLI_03480,Sul,Serviços,Marketplace,Médio,499.7,331.3,7,5492.72,38449.06,4.25,72.83,804.87,5634.09,2.4294,6.31,20.03,36.46,Alta,38.85,0,normal,Longa distância alto custo
CLI_03481,Sudeste,E-commerce,Marketplace,Médio,5.0,680.9,11,3401.65,37418.18,2.71,91.98,282.52,3107.72,0.4149,3.05,9.75,10.51,Média,16.42,0,normal,Recorrentes padrão
CLI_03482,Nordeste,E-commerce,Distribuidor,Pequeno,435.0,800.2,3,4672.48,14017.44,4.76,77.39,502.02,1506.06,0.6274,2.16,31.77,38.43,Alta,35.77,0,normal,Longa distância alto custo
CLI_03483,Norte,E-commerce,Venda direta,Pequeno,153.4,240.1,7,3462.26,24235.79,2.94,85.17,275.47,1928.29,1.1473,6.66,50.78,69.66,Baixa,34.27,0,normal,Baixo volume instável
CLI_03484,Sul,Varejo,Marketplace,Pequeno,581.7,993.2,6,5621.09,33726.55,6.86,85.19,574.28,3445.68,0.5782,5.32,30.14,32.17,Média,37.34,0,normal,Longa distância alto custo
CLI_03485,Centro-Oeste,Varejo,Venda direta,Médio,279.4,1258.4,5,4022.52,20112.62,4.39,91.96,868.07,4340.35,0.6898,6.35,32.15,14.97,Alta,26.19,0,normal,Longa distância alto custo
CLI_03486,Norte,E-commerce,Distribuidor,Pequeno,221.0,247.1,1,981.71,981.71,3.49,79.88,221.41,221.41,0.896,4.41,58.5,37.89,Baixa,35.87,0,normal,Baixo volume instável
CLI_03487,Sudeste,Indústria,B2B,Grande,326.5,600.3,7,4482.2,31375.38,5.01,81.89,479.92,3359.44,0.7995,4.08,15.38,47.22,Média,33.43,0,normal,Longa distância alto custo
CLI_03488,Sul,Serviços,Distribuidor,Pequeno,217.3,183.4,3,1291.2,3873.61,4.65,99.27,346.88,1040.64,1.8914,6.93,57.4,42.71,Baixa,27.91,0,normal,Baixo volume instável
CLI_03489,Sul,Indústria,Marketplace,Pequeno,71.4,1267.1,14,6570.01,91980.2,1.33,92.4,255.9,3582.6,0.202,1.5,8.93,21.36,Alta,12.39,0,normal,Estratégicos urbanos
CLI_03490,Centro-Oeste,Varejo,Marketplace,Médio,115.2,570.9,7,6580.29,46062.02,1.72,88.0,261.88,1833.16,0.4587,4.53,19.1,24.28,Média,19.99,0,normal,Recorrentes padrão
CLI_03491,Sudeste,Atacado,Marketplace,Médio,424.5,1386.0,7,5865.61,41059.28,2.66,84.39,688.17,4817.19,0.4965,7.03,20.86,15.78,Alta,26.04,0,normal,Longa distância alto custo
CLI_03492,Sul,E-commerce,Venda direta,Médio,73.4,834.5,15,10259.23,153888.43,1.89,96.14,202.55,3038.25,0.2427,2.96,12.85,10.6,Premium,11.93,0,normal,Estratégicos urbanos
CLI_03493,Norte,Serviços,B2B,Pequeno,193.8,231.0,4,1292.03,5168.12,3.87,79.87,263.11,1052.44,1.139,4.73,46.66,53.75,Média,36.89,0,normal,Baixo volume instável
CLI_03494,Sul,Varejo,B2B,Médio,369.6,751.6,10,4281.63,42816.33,4.45,81.76,866.37,8663.7,1.1527,4.31,17.87,20.24,Alta,30.33,0,normal,Longa distância alto custo
CLI_03495,Sudeste,Indústria,B2B,Médio,45.7,1869.0,20,9858.61,197172.18,2.3,97.09,201.41,4028.2,0.1078,1.19,17.81,10.94,Premium,11.71,0,normal,Estratégicos urbanos
CLI_03496,Sudeste,E-commerce,B2B,Grande,74.1,151.5,4,1069.7,4278.81,2.01,77.82,305.63,1222.52,2.0174,6.35,46.61,52.6,Baixa,34.66,0,normal,Baixo volume instável
CLI_03497,Sudeste,Atacado,Venda direta,Médio,528.4,1206.4,9,5665.58,50990.22,4.86,57.23399378546949,516.1,4644.9,0.4278,7.48,26.04,18.77,Alta,50.87,1,baixo_prazo_extremo,Longa distância alto custo
CLI_03498,Nordeste,Atacado,B2B,Médio,223.6,240.2,6,1063.29,6379.71,3.62,97.89,215.51,1293.06,0.8972,5.79,43.66,46.99,Média,24.06,0,normal,Baixo volume instável
CLI_03499,Sul,Varejo,B2B,Médio,333.54063393964645,675.2,9,3784.76,34062.86,3.56,87.02,321.92,2897.28,0.4768,2.53,16.26,23.34,Média,23.38,1,distancia_extrema,Recorrentes padrão
CLI_03500,Sul,Serviços,Venda direta,Pequeno,68.6,249.4,5,1699.85,8499.27,4.22,85.38,191.38,956.9,0.7674,5.19,48.02,29.56,Média,32.56,0,normal,Baixo volume instável
CLI_03501,Sudeste,Serviços,Venda direta,Pequeno,58.7,777.3,7,3612.65,25288.53,1.79,89.17,291.02,2037.14,0.3744,3.82,15.12,25.52,Média,18.48,0,normal,Recorrentes padrão
CLI_03502,Sudeste,Indústria,Marketplace,Médio,375.4,1071.7,10,2102.25,21022.5,5.17,81.03,742.08,7420.8,0.6924,2.74,21.56,11.96,Alta,31.26,0,normal,Longa distância alto custo
CLI_03503,Sul,Varejo,B2B,Pequeno,69.9,800.8,19,10105.17,191998.29,0.79,93.27,155.39,2952.41,0.194,2.38,9.43,16.18,Alta,10.72,0,normal,Estratégicos urbanos
CLI_03504,Sudeste,Varejo,B2B,Pequeno,425.7,353.7,9,6256.09,56304.8,4.66,89.91,846.33,7616.97,2.3928,4.33,15.24,33.65,Média,26.23,0,normal,Longa distância alto custo
CLI_03505,Nordeste,Indústria,Venda direta,Pequeno,333.9,440.1,9,6742.14,60679.24,4.47,79.44,659.58,5936.22,1.4987,4.29,24.82,24.88,Alta,33.18,0,normal,Longa distância alto custo
CLI_03506,Sudeste,E-commerce,Distribuidor,Grande,333.2,691.9,7,5468.79,38281.52,3.59,77.87,791.42,5539.94,1.1438,6.12,12.4,33.23,Alta,32.46,0,normal,Longa distância alto custo
CLI_03507,Sul,E-commerce,Distribuidor,Pequeno,76.2,759.0,8,5914.94,47319.56,2.42,86.15,215.14,1721.12,0.2835,2.42,20.7,18.43,Média,21.18,0,normal,Recorrentes padrão
CLI_03508,Nordeste,Varejo,Distribuidor,Médio,188.3,32.2,4,1393.11,5572.44,3.24,85.78,292.5,1170.0,9.0839,7.15,41.4,61.61,Baixa,33.1,0,normal,Baixo volume instável
CLI_03509,Sudeste,Atacado,Venda direta,Médio,264.8,712.6,9,5298.36,47685.21,6.31,87.39,630.55,5674.95,0.8849,0.35,12.59,25.35,Alta,28.16,0,normal,Longa distância alto custo
CLI_03510,Sudeste,Indústria,B2B,Pequeno,97.3,625.2,7,4296.91,30078.39,2.14,98.21,291.32,2039.24,0.466,5.2,21.25,33.97,Alta,15.8,0,normal,Recorrentes padrão
CLI_03511,Sudeste,Varejo,B2B,Grande,99.2,736.4,3,5628.1,16884.3,5.22,73.1,690.01,2070.03,0.937,9.58,49.44,56.57,Baixa,48.84,0,normal,Críticos operacionais
CLI_03512,Nordeste,Serviços,B2B,Médio,305.3,897.1,8,5898.44,47187.53,4.86,86.64,630.89,5047.12,0.7033,7.63,30.34,27.79,Média,32.68,0,normal,Longa distância alto custo
CLI_03513,Sudeste,E-commerce,Marketplace,Pequeno,195.2,420.4,8,4488.04,35904.31,7.2,81.49,579.78,4638.24,1.3791,15.32,21.47,37.94,Baixa,47.19,0,normal,Críticos operacionais
CLI_03514,Sudeste,Varejo,Distribuidor,Pequeno,524.0,462.1,11,2033.14,22364.49,6.35,61.93,906.8,9974.8,1.9623,11.77,42.57,41.65,Alta,58.55,0,normal,Críticos operacionais
CLI_03515,Centro-Oeste,Serviços,B2B,Pequeno,401.4,870.7,8,4158.84,33270.71,8.2,91.84,657.02,5256.16,0.7546,17.01,44.86,31.8,Baixa,46.43,0,normal,Críticos operacionais
CLI_03516,Nordeste,Serviços,B2B,Médio,42.8,82.9,1,2181.55,2181.55,3.21,99.34,376.12,376.12,4.537,11.04,40.27,42.35,Baixa,25.0,0,normal,Baixo volume instável
